img1,img2,label
66_richardburton_2614_A_42.jpg,50_BorisKarloff_1962_A_47.jpg,0
67_BruceWillis_2626_A_32.jpg,67_BruceWillis_2632_A_37.jpg,1
435_SusanSarandon_16191_A_42.jpg,435_SusanSarandon_16197_A_47.jpg,1
186_HarrisonFord_7127_A_43.jpg,186_HarrisonFord_7141_A_63.jpg,1
82_SamNeill_3138_A_57.jpg,290_GarciaMarquez_10306_A_62.jpg,0
445_CatherineDeneuve_16599_A_25.jpg,445_CatherineDeneuve_16616_A_45.jpg,1
395_DorisDay_14579_A_21.jpg,12_RockHudson_475_A_26.jpg,0
102_KostasVoutsas_3801_A_60.jpg,102_KostasVoutsas_3808_A_65.jpg,1
428_ElizabethTaylor_15923_A_53.jpg,428_ElizabethTaylor_15952_A_73.jpg,1
206_ConradHilton_7830_A_75.jpg,206_ConradHilton_7837_A_70.jpg,1
434_AnnetteBening_16149_A_33.jpg,434_AnnetteBening_16157_A_38.jpg,1
286_KarlMarx_10201_A_50.jpg,34_MichelPiccoli_1371_A_55.jpg,0
108_IanHolm_4024_A_34.jpg,117_AnthonyHopkins_4373_A_39.jpg,0
177_JeanMarais_6750_A_43.jpg,177_JeanMarais_6766_A_73.jpg,1
427_JoanneWoodward_15898_A_43.jpg,382_MaureenO'Hara_14110_A_48.jpg,0
364_TerryMoore_13378_A_21.jpg,364_TerryMoore_13399_A_51.jpg,1
109_SylvesterStallone_4062_A_28.jpg,135_LiamNeeson_5062_A_33.jpg,0
54_VictorMature_2121_A_33.jpg,322_AliMacGraw_11559_A_38.jpg,0
52_WilliamShatner_2047_A_63.jpg,52_WilliamShatner_2055_A_73.jpg,1
294_JulieAdams_10453_A_35.jpg,189_JerryLewis_7263_A_30.jpg,0
305_JenniferAniston_10894_A_20.jpg,238_MarieCurie_8629_A_25.jpg,0
353_DonnaReed_12922_A_20.jpg,353_DonnaReed_12934_A_30.jpg,1
409_SimoneSignoret_15190_A_21.jpg,409_SimoneSignoret_15223_A_51.jpg,1
188_RobertRedford_7197_A_28.jpg,188_RobertRedford_7236_A_38.jpg,1
98_PeterFalk_3661_A_40.jpg,80_AlekosAleksandrakis_3055_A_45.jpg,0
118_HarveyKeitel_4415_A_30.jpg,118_HarveyKeitel_4429_A_50.jpg,1
314_GreerGarson_11267_A_45.jpg,286_KarlMarx_10201_A_50.jpg,0
18_laurenceolivier_716_A_70.jpg,18_laurenceolivier_722_A_65.jpg,1
83_AnthonyQuayle_3157_A_44.jpg,445_CatherineDeneuve_16618_A_49.jpg,0
305_JenniferAniston_10894_A_20.jpg,387_JudyHolliday_14265_A_25.jpg,0
256_AnitaEkberg_9142_A_25.jpg,256_AnitaEkberg_9154_A_35.jpg,1
372_KimNovak_13684_A_24.jpg,372_KimNovak_13698_A_44.jpg,1
22_NickNolte_871_A_38.jpg,299_LindaEvans_10644_A_33.jpg,0
84_SpencerTracy_3188_A_62.jpg,84_SpencerTracy_3207_A_32.jpg,1
106_StevenSpielberg_3956_A_29.jpg,106_StevenSpielberg_3981_A_34.jpg,1
44_RichardAttenborough_1719_A_36.jpg,44_RichardAttenborough_1735_A_56.jpg,1
125_RingoStarr_4685_A_27.jpg,125_RingoStarr_4691_A_32.jpg,1
443_SilvanaMangano_16515_A_27.jpg,443_SilvanaMangano_16537_A_57.jpg,1
134_PaulBelmondo_5036_A_44.jpg,300_SusanHayward_10690_A_39.jpg,0
240_CarlSagan_8660_A_54.jpg,345_FannyArdant_12565_A_59.jpg,0
20_TellySavalas_798_A_39.jpg,20_TellySavalas_811_A_49.jpg,1
305_JenniferAniston_10895_A_21.jpg,305_JenniferAniston_10909_A_31.jpg,1
446_HelenHayes_16653_A_55.jpg,127_HUMPHREYBOGART_4754_A_50.jpg,0
360_TanyaRoberts_13225_A_22.jpg,360_TanyaRoberts_13230_A_27.jpg,1
248_Montalcini_8840_A_98.jpg,248_Montalcini_8852_A_68.jpg,1
64_charlesbronson_2541_A_35.jpg,285_GiorgosSeferis_10193_A_30.jpg,0
95_denzelwashington_3591_A_35.jpg,42_AndreasBarkoulis_1658_A_30.jpg,0
123_JeffDaniels_4620_A_42.jpg,137_BillNighy_5149_A_47.jpg,0
275_HWBush_9903_A_58.jpg,280_RitsosYannis_10043_A_63.jpg,0
151_MelBrooks_5696_A_48.jpg,104_MelFerrer_3896_A_53.jpg,0
312_ClaudetteColbert_11186_A_36.jpg,441_GeraldineChaplin_16420_A_31.jpg,0
155_JohnWayne_5862_A_32.jpg,178_PierceBrosnan_6777_A_27.jpg,0
56_DavidCarradine_2194_A_33.jpg,310_HelenHunt_11104_A_28.jpg,0
79_KlausKinski_3029_A_39.jpg,152_JeffGoldblum_5738_A_34.jpg,0
225_StephenHawking_8284_A_36.jpg,306_IngridBergman_10941_A_31.jpg,0
91_LeslieNielsen_3453_A_72.jpg,91_LeslieNielsen_3465_A_67.jpg,1
438_deHavilland_16302_A_33.jpg,438_deHavilland_16320_A_43.jpg,1
66_richardburton_2614_A_42.jpg,66_richardburton_2616_A_22.jpg,1
131_LexBarker_4925_A_32.jpg,35_TonyCurtis_1404_A_27.jpg,0
198_PaulAnka_7564_A_22.jpg,187_ChristopherWalken_7147_A_17.jpg,0
57_JohnCleese_2251_A_54.jpg,57_JohnCleese_2259_A_64.jpg,1
432_GraceKelly_16087_A_30.jpg,126_ClarkGable_4728_A_35.jpg,0
314_GreerGarson_11274_A_61.jpg,314_GreerGarson_11278_A_81.jpg,1
396_ShelleyWinters_14652_A_46.jpg,396_ShelleyWinters_14662_A_76.jpg,1
152_JeffGoldblum_5737_A_33.jpg,152_JeffGoldblum_5754_A_53.jpg,1
21_SimonMacCorkindale_838_A_30.jpg,21_SimonMacCorkindale_843_A_35.jpg,1
172_EdHarris_6527_A_30.jpg,172_EdHarris_6534_A_35.jpg,1
95_denzelwashington_3586_A_15.jpg,222_EnricoFermi_8195_A_20.jpg,0
290_GarciaMarquez_10297_A_67.jpg,438_deHavilland_16328_A_62.jpg,0
309_LaurenBacall_11047_A_21.jpg,309_LaurenBacall_11076_A_51.jpg,1
241_Strauss_8687_A_40.jpg,82_SamNeill_3118_A_35.jpg,0
363_IsabelleHuppert_13347_A_28.jpg,333_SUSANNAHYORK_12025_A_33.jpg,0
94_HerbertLom_3542_A_44.jpg,94_HerbertLom_3560_A_64.jpg,1
131_LexBarker_4917_A_27.jpg,131_LexBarker_4925_A_32.jpg,1
345_FannyArdant_12555_A_41.jpg,141_GerardDepardieu_5297_A_36.jpg,0
378_JoanCrawford_13903_A_25.jpg,378_JoanCrawford_13910_A_30.jpg,1
270_akistsoxatzopoulos_9697_A_70.jpg,212_BerryGordy_7970_A_75.jpg,0
414_BoDerek_15418_A_36.jpg,414_BoDerek_15437_A_56.jpg,1
394_CatherineSpaak_14553_A_30.jpg,167_GaryOldman_6330_A_25.jpg,0
96_JonFinch_3607_A_31.jpg,96_JonFinch_3625_A_61.jpg,1
272_MikhailGorbachev_9768_A_76.jpg,272_MikhailGorbachev_9774_A_56.jpg,1
319_DianneWiest_11454_A_46.jpg,0_KennethBranagh_19_A_41.jpg,0
93_GregoryPeck_3506_A_75.jpg,93_GregoryPeck_3516_A_55.jpg,1
218_MichaelBloomberg_8126_A_68.jpg,218_MichaelBloomberg_8135_A_48.jpg,1
356_LindsayWagner_13064_A_42.jpg,27_BrianDennehy_1089_A_47.jpg,0
439_MireilleDarc_16344_A_33.jpg,395_DorisDay_14598_A_38.jpg,0
308_BetteDavis_11018_A_37.jpg,308_BetteDavis_11037_A_47.jpg,1
81_VincentPrice_3079_A_35.jpg,81_VincentPrice_3084_A_40.jpg,1
145_EdwardFox_5483_A_55.jpg,145_EdwardFox_5489_A_65.jpg,1
160_AlecGuinness_6056_A_30.jpg,167_GaryOldman_6330_A_25.jpg,0
171_PeterUstinov_6506_A_38.jpg,171_PeterUstinov_6519_A_48.jpg,1
441_GeraldineChaplin_16434_A_45.jpg,372_KimNovak_13696_A_40.jpg,0
137_BillNighy_5147_A_45.jpg,137_BillNighy_5170_A_65.jpg,1
290_GarciaMarquez_10296_A_52.jpg,290_GarciaMarquez_10306_A_62.jpg,1
276_MargaretThatcher_9945_A_19.jpg,377_ImeldaStaunton_13866_A_24.jpg,0
362_NormaShearer_13313_A_40.jpg,343_MaggieSmith_12488_A_35.jpg,0
123_JeffDaniels_4611_A_35.jpg,123_JeffDaniels_4625_A_45.jpg,1
322_AliMacGraw_11549_A_28.jpg,322_AliMacGraw_11569_A_48.jpg,1
186_HarrisonFord_7126_A_43.jpg,186_HarrisonFord_7141_A_63.jpg,1
38_VittorioGassman_1525_A_38.jpg,410_JuneAllyson_15253_A_43.jpg,0
154_GiulianoGemma_5822_A_37.jpg,154_GiulianoGemma_5845_A_67.jpg,1
328_LilliPalmer_11836_A_36.jpg,428_ElizabethTaylor_15955_A_31.jpg,0
138_paulnewman_5183_A_30.jpg,138_paulnewman_5185_A_50.jpg,1
12_RockHudson_492_A_60.jpg,12_RockHudson_513_A_55.jpg,1
441_GeraldineChaplin_16429_A_38.jpg,50_BorisKarloff_1956_A_43.jpg,0
317_KathyBates_11373_A_43.jpg,317_KathyBates_11385_A_63.jpg,1
361_JenniferJones_13284_A_65.jpg,361_JenniferJones_13288_A_35.jpg,1
290_GarciaMarquez_10297_A_67.jpg,290_GarciaMarquez_10306_A_62.jpg,1
111_MarlonBrando_4144_A_38.jpg,111_MarlonBrando_4159_A_28.jpg,1
306_IngridBergman_10942_A_33.jpg,306_IngridBergman_10955_A_63.jpg,1
102_KostasVoutsas_3813_A_70.jpg,102_KostasVoutsas_3815_A_80.jpg,1
214_1955_8017_A_20.jpg,214_1955_8028_A_50.jpg,1
311_JaneRussell_11149_A_44.jpg,394_CatherineSpaak_14556_A_39.jpg,0
158_AndyGriffith_6000_A_59.jpg,158_AndyGriffith_6004_A_64.jpg,1
39_LawrenceTierney_1560_A_28.jpg,84_SpencerTracy_3195_A_33.jpg,0
371_EmmaThompson_13644_A_23.jpg,371_EmmaThompson_13651_A_33.jpg,1
160_AlecGuinness_6065_A_33.jpg,160_AlecGuinness_6096_A_63.jpg,1
163_AlPacino_6189_A_45.jpg,163_AlPacino_6195_A_50.jpg,1
84_SpencerTracy_3200_A_35.jpg,200_Lennon_7642_A_30.jpg,0
102_KostasVoutsas_3790_A_35.jpg,334_BarbaraStanwyck_12075_A_30.jpg,0
64_charlesbronson_2537_A_45.jpg,197_MikisTheodorakis_7539_A_40.jpg,0
161_JeffBridges_6100_A_10.jpg,161_JeffBridges_6119_A_40.jpg,1
330_BeverlyRoberts_11912_A_29.jpg,330_BeverlyRoberts_11917_A_34.jpg,1
16_JohnForsythe_619_A_44.jpg,16_JohnForsythe_637_A_64.jpg,1
109_SylvesterStallone_4091_A_56.jpg,109_SylvesterStallone_4099_A_66.jpg,1
322_AliMacGraw_11549_A_28.jpg,386_MegRyan_14229_A_23.jpg,0
355_MarietteHartley_13017_A_35.jpg,58_ArnoldSchwarzenegger_2273_A_30.jpg,0
412_AudreyHepburn_15346_A_25.jpg,320_JoanLeslie_11480_A_20.jpg,0
366_ElsaMartinelli_13463_A_25.jpg,366_ElsaMartinelli_13473_A_35.jpg,1
121_AlainDelon_4554_A_35.jpg,121_AlainDelon_4572_A_65.jpg,1
126_ClarkGable_4736_A_57.jpg,263_mahatmagandhi_9451_A_52.jpg,0
369_BettyGrable_13584_A_29.jpg,395_DorisDay_14594_A_34.jpg,0
298_MelinaMercouri_10610_A_48.jpg,298_MelinaMercouri_10619_A_68.jpg,1
424_JudyDavis_15793_A_36.jpg,379_ShirleyMacLaine_13963_A_41.jpg,0
85_MichaelDouglas_3222_A_61.jpg,85_MichaelDouglas_3235_A_31.jpg,1
331_JulieAndrews_11951_A_72.jpg,331_JulieAndrews_11955_A_77.jpg,1
120_RodTaylor_4510_A_33.jpg,310_HelenHunt_11116_A_38.jpg,0
299_LindaEvans_10644_A_33.jpg,369_BettyGrable_13583_A_28.jpg,0
346_MerylStreep_12603_A_34.jpg,346_MerylStreep_12634_A_64.jpg,1
28_LinoVentura_1121_A_39.jpg,55_JamesCoburn_2149_A_34.jpg,0
108_IanHolm_4028_A_40.jpg,108_IanHolm_4031_A_45.jpg,1
117_AnthonyHopkins_4375_A_40.jpg,56_DavidCarradine_2196_A_35.jpg,0
63_ErrolFlynn_2474_A_36.jpg,63_ErrolFlynn_2498_A_41.jpg,1
411_GingerRogers_15309_A_43.jpg,107_RexHarrison_3994_A_38.jpg,0
25_IanMcKellen_1013_A_55.jpg,115_Scott_4298_A_50.jpg,0
375_LauraAntonelli_13807_A_45.jpg,143_CaryGrant_5379_A_50.jpg,0
380_FrancescaAnnis_13992_A_20.jpg,380_FrancescaAnnis_14010_A_50.jpg,1
412_AudreyHepburn_15346_A_25.jpg,400_CybillShepherd_14802_A_20.jpg,0
105_WilliamDafoe_3917_A_30.jpg,401_MyleneDemongeot_14855_A_35.jpg,0
28_LinoVentura_1118_A_36.jpg,2_RobertMitchum_81_A_41.jpg,0
442_VanessaRedgrave_16471_A_42.jpg,134_PaulBelmondo_5030_A_37.jpg,0
246_GregorMendel_8780_A_40.jpg,246_GregorMendel_8787_A_30.jpg,1
388_TylerMoore_14319_A_52.jpg,63_ErrolFlynn_2491_A_47.jpg,0
262_RonaldReagan_9420_A_62.jpg,262_RonaldReagan_9423_A_67.jpg,1
400_CybillShepherd_14816_A_35.jpg,235_AlbertEinstein_8556_A_40.jpg,0
50_BorisKarloff_1972_A_55.jpg,50_BorisKarloff_1987_A_75.jpg,1
254_RoyScheider_9067_A_41.jpg,169_BobHope_6408_A_36.jpg,0
240_CarlSagan_8673_A_40.jpg,240_CarlSagan_8682_A_35.jpg,1
144_DonaldSutherland_5423_A_36.jpg,144_DonaldSutherland_5436_A_46.jpg,1
92_MichaelCaine_3471_A_62.jpg,27_BrianDennehy_1099_A_57.jpg,0
379_ShirleyMacLaine_13980_A_72.jpg,379_ShirleyMacLaine_13985_A_42.jpg,1
262_RonaldReagan_9397_A_21.jpg,411_GingerRogers_15281_A_26.jpg,0
189_JerryLewis_7254_A_65.jpg,189_JerryLewis_7275_A_35.jpg,1
33_charliechaplin_1326_A_45.jpg,33_charliechaplin_1338_A_25.jpg,1
29_SteveMcQueen_1170_A_40.jpg,80_AlekosAleksandrakis_3064_A_45.jpg,0
196_WaltDisney_7499_A_54.jpg,16_JohnForsythe_624_A_49.jpg,0
141_GerardDepardieu_5312_A_52.jpg,141_GerardDepardieu_5318_A_57.jpg,1
346_MerylStreep_12624_A_55.jpg,346_MerylStreep_12630_A_60.jpg,1
200_Lennon_7642_A_30.jpg,200_Lennon_7652_A_20.jpg,1
358_KatharineHepburn_13143_A_38.jpg,52_WilliamShatner_2034_A_43.jpg,0
432_GraceKelly_16083_A_43.jpg,167_GaryOldman_6344_A_38.jpg,0
442_VanessaRedgrave_16471_A_42.jpg,252_LivUllmann_9000_A_47.jpg,0
275_HWBush_9876_A_68.jpg,275_HWBush_9905_A_78.jpg,1
348_DeborahKerr_12690_A_52.jpg,348_DeborahKerr_12691_A_32.jpg,1
14_LeeJones_581_A_40.jpg,82_SamNeill_3118_A_35.jpg,0
110_DustinHoffman_4103_A_67.jpg,262_RonaldReagan_9420_A_62.jpg,0
54_VictorMature_2121_A_33.jpg,54_VictorMature_2133_A_43.jpg,1
403_VirnaLisi_14971_A_28.jpg,403_VirnaLisi_14985_A_48.jpg,1
414_BoDerek_15407_A_20.jpg,414_BoDerek_15421_A_40.jpg,1
52_WilliamShatner_2038_A_48.jpg,52_WilliamShatner_2043_A_53.jpg,1
309_LaurenBacall_11069_A_80.jpg,232_Prigogineilya_8451_A_75.jpg,0
80_AlekosAleksandrakis_3062_A_40.jpg,344_MarieSaint_12514_A_35.jpg,0
349_zaGabor_12765_A_53.jpg,349_zaGabor_12768_A_58.jpg,1
396_ShelleyWinters_14644_A_31.jpg,411_GingerRogers_15281_A_26.jpg,0
344_MarieSaint_12514_A_35.jpg,233_ErnestRutherford_8484_A_40.jpg,0
184_TomHanks_7032_A_24.jpg,184_TomHanks_7040_A_34.jpg,1
184_TomHanks_7032_A_24.jpg,184_TomHanks_7064_A_54.jpg,1
136_HelmutBerger_5111_A_31.jpg,167_GaryOldman_6331_A_26.jpg,0
326_ScottThomas_11757_A_28.jpg,326_ScottThomas_11778_A_48.jpg,1
284_4ErnestHemingway_10164_A_19.jpg,284_4ErnestHemingway_10165_A_24.jpg,1
351_MarleneDietrich_12837_A_28.jpg,267_TheodoreRoosevelt_9616_A_23.jpg,0
150_ScottGlenn_5666_A_51.jpg,252_LivUllmann_8999_A_46.jpg,0
184_TomHanks_7033_A_26.jpg,184_TomHanks_7054_A_46.jpg,1
65_JamesCaan_2567_A_34.jpg,408_AnnieGirardot_15145_A_29.jpg,0
260_JosephStalin_9331_A_72.jpg,260_JosephStalin_9343_A_52.jpg,1
436_LeeCurtis_16243_A_44.jpg,436_LeeCurtis_16255_A_54.jpg,1
53_RafVallone_2085_A_47.jpg,53_RafVallone_2107_A_77.jpg,1
170_BenGazzara_6449_A_29.jpg,256_AnitaEkberg_9153_A_34.jpg,0
362_NormaShearer_13306_A_34.jpg,362_NormaShearer_13332_A_24.jpg,1
351_MarleneDietrich_12837_A_28.jpg,351_MarleneDietrich_12843_A_33.jpg,1
425_JoanCusack_15833_A_35.jpg,372_KimNovak_13696_A_40.jpg,0
296_KathleenTurner_10537_A_46.jpg,406_AnneBancroft_15065_A_51.jpg,0
133_RowanAtkinson_4992_A_28.jpg,415_JudyGarland_15451_A_23.jpg,0
389_AnjelicaHuston_14349_A_40.jpg,146_RayLiotta_5504_A_35.jpg,0
342_JoanFontaine_12406_A_25.jpg,250_AlKapone_8937_A_30.jpg,0
49_EliWallach_1920_A_51.jpg,109_SylvesterStallone_4081_A_46.jpg,0
35_TonyCurtis_1403_A_45.jpg,211_AristotleOnassis_7931_A_50.jpg,0
350_AnoukAimee_12801_A_23.jpg,303_JaneAsher_10832_A_28.jpg,0
12_RockHudson_483_A_30.jpg,12_RockHudson_520_A_60.jpg,1
11_PatrickSwayze_436_A_27.jpg,11_PatrickSwayze_469_A_57.jpg,1
255_TomJones_9111_A_35.jpg,351_MarleneDietrich_12851_A_40.jpg,0
19_RomanPolanski_769_A_43.jpg,19_RomanPolanski_789_A_73.jpg,1
249_MotherTeresa_8875_A_45.jpg,249_MotherTeresa_8884_A_15.jpg,1
366_ElsaMartinelli_13455_A_17.jpg,366_ElsaMartinelli_13460_A_22.jpg,1
207_LarryEllison_7851_A_50.jpg,207_LarryEllison_7853_A_30.jpg,1
343_MaggieSmith_12473_A_58.jpg,389_AnjelicaHuston_14363_A_53.jpg,0
102_KostasVoutsas_3803_A_58.jpg,102_KostasVoutsas_3811_A_48.jpg,1
436_LeeCurtis_16240_A_41.jpg,399_GloriaSwanson_14768_A_36.jpg,0
187_ChristopherWalken_7179_A_54.jpg,181_StacyKeach_6943_A_59.jpg,0
139_DirkBogarde_5219_A_27.jpg,14_LeeJones_574_A_32.jpg,0
250_AlKapone_8908_A_38.jpg,14_LeeJones_584_A_43.jpg,0
168_RutgerHauer_6368_A_26.jpg,94_HerbertLom_3531_A_31.jpg,0
